call_sign,frequency_khz,hours,status,city,state,country,facility_id,power_kw,directional,latitude,longitude,licensee
WWWE,1310,Daytime,Licensed,DECATUR,GA,US,36144,2.5,False,33.772889,-84.281861,"DAVIS BROADCASTING OF ATLANTA, L.L.C."
WOKA,1310,Daytime,Licensed,DOUGLAS,GA,US,12202,0.5,False,31.523528,-82.872639,"COFFEE COUNTY BROADCASTERS, INC."
KOKX,1310,Daytime,Licensed,EOKUK,IA,US,58264,1.0,False,40.380611,-91.352639,KEOKUK BROADCASTING INC
KDLS,1310,Daytime,Licensed,PERRY,IA,US,52314,0.5,True,41.83275,-94.037722,"MCGEE MANAGEMENT SERVICES, LLC"
KLIX,1310,Daytime,Licensed,WIN FALLS,ID,US,3404,5.0,False,42.551583,-114.368361,"TOWNSQUARE LICENSE, LLC"
WTLC,1310,Daytime,Licensed,NDIANAPOLIS,IN,US,51433,5.0,False,39.718944,-86.175833,"RADIO ONE OF INDIANA, LLC"
KYUL,1310,Daytime,Licensed,COTT CITY,KS,US,71854,0.5,False,38.526417,-100.912083,"STECKLINE COMMUNICATIONS, INC."
WDOC,1310,Daytime,Licensed,PRESTONSBURG,KY,US,71348,5.0,False,37.695917,-82.756556,"WDOC, INC."
WTTL,1310,Daytime,Licensed,ADISONVILLE,KY,US,13799,1.0,False,37.336722,-87.544722,"MADISONVILLE CBC, INC."
KMBS,1310,Daytime,Licensed,WEST MONROE,LA,US,55336,5.0,False,32.484028,-92.152917,RED BEAR BROADCASTING CORPORATION
WORC,1310,Daytime,Licensed,ORCESTER,MA,US,15858,5.0,True,42.222028,-71.81675,GOIS BROADCASTING LLC
WLOB,1310,Daytime,Licensed,PORTLAND,ME,US,9202,5.0,True,43.689528,-70.334222,"ATLANTIC COAST RADIO, LLC"
WCCW,1310,Daytime,Licensed,TRAVERSE CITY,MI,US,20421,15.0,False,44.767222,-85.690556,"WCCW RADIO, INC."
WDTW,1310,Daytime,Licensed,EARBORN,MI,US,6593,5.0,True,42.263917,-83.254361,"ZAMORA BROADCASTING SYSTEMS, INC."
KGLB,1310,Daytime,Licensed,LENCOE,MN,US,31874,2.5,True,44.778028,-94.128028,"IOWA CITY BROADCASTING COMPANY, INC."
KZRG,1310,Daytime,Licensed,OPLIN,MO,US,71605,5.0,True,37.117556,-94.544944,"ZIMMER RADIO, INC."
KEIN,1310,Daytime,Licensed,REAT FALLS,MT,US,56664,5.0,False,47.522167,-111.389139,"TIGER BUTTE BROADCASTING, INC."
WGSP,1310,Daytime,Licensed,CHARLOTTE,NC,US,10631,5.0,False,35.256528,-80.86425,"NORSAN CONSULTING AND MANAGEMENT, INC."
WTIK,1310,Daytime,Licensed,URHAM,NC,US,53105,5.0,True,36.025139,-78.901944,A&B MEDIA LLC
WISE,1310,Daytime,Licensed,ASHEVILLE,NC,US,68835,5.0,False,35.619278,-82.572361,"SAGA COMMUNICATIONS OF NORTH CAROLINA, LLC"
KNOX,1310,Daytime,Licensed,RAND FORKS,ND,US,54592,5.0,False,47.844139,-97.025361,"LEIGHTON ENTERPRISES, INC."
KGMT,1310,Daytime,Licensed,AIRBURY,NE,US,60292,0.5,False,40.116111,-97.151694,"FLOOD COMMUNICATIONS OF BEATRICE, LLC"
WOBM,1310,Daytime,Licensed,ASBURY PARK,NJ,US,14895,2.5,True,40.229833,-74.090417,"TOWNSQUARE LICENSE, LLC"
WXMC,1310,Daytime,Licensed,PARSIPPANY-TROY HILL,NJ,US,29957,1.0,True,40.864278,-74.35125,"CANTICO NUEVO MINISTRY, INC."
WEMG,1310,Daytime,Licensed,CAMDEN,NJ,US,74073,1.0,False,39.957889,-75.114611,"MINORITY RADIO BROADCASTING, LLC"
KKNS,1310,Daytime,Licensed,ORRALES,NM,US,7050,5.0,False,35.132278,-106.62225,THE NAVAJO NATION
WOKR,1310,Daytime,Licensed,CANANDAIGUA,NY,US,88676,1.0,True,42.888944,-77.318861,"1310 FLX RADIO, INC."
WRVP,1310,Daytime,Licensed,OUNT KISCO,NY,US,70273,5.0,True,41.193694,-73.739028,RADIO VISION CRISTIANA MANAGEMENT
WTLB,1310,Daytime,Licensed,UTICA,NY,US,54548,5.0,True,43.05675,-75.277944,GALAXY UTICA LICENSEE LLC (NEW)
WDPN,1310,Daytime,Licensed,LLIANCE,OH,US,14913,1.0,True,40.926167,-81.127889,"D. A. PETERSON, INC."
WTZN,1310,Daytime,Licensed,TROY,PA,US,8551,1.0,False,41.780917,-76.818833,CANTROAIR COMMUNICATIONS INC
WICU,1310,Daytime,Licensed,ARREN,PA,US,34928,5.0,False,41.813944,-79.167556,LILLY BROADCASTING OF PENNSYLVANIA LLC
WBFD,1310,Daytime,Licensed,BEDFORD,PA,US,10071,1.0,False,40.043056,-78.503333,"CESSNA COMMUNICATIONS, INC."
WDXI,1310,Daytime,Licensed,JACKSON,TN,US,37244,5.0,False,35.66425,-88.822833,LMS GROUP LLC
KZIP,1310,Daytime,Licensed,MARILLO,TX,US,16415,1.0,False,35.183944,-101.970194,"CHRISTIAN MINISTRIES OF THE VALLEY, INC."
KAHL,1310,Daytime,Licensed,AN ANTONIO,TX,US,67070,5.0,True,29.414944,-98.343611,"SAN ANTONIO RADIOWORKS, LLC"
KTCK,1310,Daytime,Licensed,DALLAS,TX,US,8773,25.0,True,32.944833,-96.940556,CUMULUS LICENSING HOLDING COMPANY LLC
WDCT,1310,Daytime,Licensed,AIRFAX,VA,US,20668,5.0,True,38.852333,-77.315528,KBC BROADCASTING INC.
WGH,1310,Daytime,Licensed,NEWPORT NEWS,VA,US,72103,20.0,True,37.045417,-76.448,MHR LICENSE LLC
KZXR,1310,Daytime,Licensed,ROSSER,WA,US,53675,5.0,False,46.234028,-119.81475,IGLESIA PENTECOSTAL VISPERA DEL FIN
WIBA,1310,Daytime,Licensed,MADISON,WI,US,17384,5.0,False,42.999444,-89.429833,"IHM LICENSES, LLC"
WSLW,1310,Daytime,Licensed,WHITE SULPHUR SPRING,WV,US,59678,5.0,False,37.804833,-80.350639,"RADIO GREENBRIER, LLC"
CHLW,1310,Daytime,CP,T. PAUL,AB,CA,104806,10.0,False,53.993972,-111.22975,-
CIWW,1310,Daytime,CP,TTAWA,ON,CA,104808,50.0,True,45.257556,-75.783861,-
CHGB,1310,Daytime,CP,A POCATIERE,QC,CA,104810,10.0,False,47.345861,-70.083972,-
XESNFCO,1310,Daytime,CP,UNKNOWN,XX,US,199946,5.0,False,19.845833,-90.536667,-
WJUS,1310,Nighttime,Licensed,ARION,AL,US,57472,0.033,False,32.635972,-87.302222,GRACE BAPTIST TEMPLE CHURCH
WAFN,1310,Nighttime,Licensed,OMERVILLE,AL,US,290,0.033,False,34.540361,-86.904167,"FUN MEDIA GROUP OF NORTH ALABAMA, LLC"
WHEP,1310,Nighttime,Licensed,OLEY,AL,US,63429,0.043,False,30.444083,-87.681083,"STEWART BROADCASTING COMPANY, INC."
KIHP,1310,Nighttime,Licensed,MESA,AZ,US,19468,0.26,False,33.362,-111.968194,"RELEVANT RADIO, INC."
KKZI,1310,Nighttime,CP,BARSTOW,CA,US,60423,0.08,False,34.914139,-117.018639,JEFF CHANG
KMKY,1310,Nighttime,Licensed,OAKLAND,CA,US,,5.0,True,37.824083,-122.320528,RADIO PUNJAB AM 1310 INC.
KKZI,1310,Nighttime,Licensed,BARSTOW,CA,US,60423,0.118,True,34.914417,-117.018361,JEFF CHANG
KFKA,1310,Nighttime,Licensed,GREELEY,CO,US,71443,1.0,True,40.365528,-104.73275,"MUSIC VENTURES, LLC, DBA BROADCAST MEDIA LLC"
WICH,1310,Nighttime,Licensed,ORWICH,CT,US,72347,5.0,True,41.552889,-72.075639,"HALL COMMUNICATIONS, INC."
WYND,1310,Nighttime,Licensed,DELAND,FL,US,7741,0.115,False,28.999417,-81.298111,PROCLAIM MEDIA GROUP LLC
WAUC,1310,Nighttime,Licensed,WAUCHULA,FL,US,40387,0.5,True,27.530306,-81.818694,"MARVINA ENTERPRISES, INC."
WPCH,1310,Nighttime,Licensed,WEST POINT,GA,US,54864,0.025,False,32.896806,-85.156611,"IHM LICENSES, LLC"
WWWE,1310,Nighttime,Licensed,DECATUR,GA,US,36144,0.031,False,33.772889,-84.281861,"DAVIS BROADCASTING OF ATLANTA, L.L.C."
WOKA,1310,Nighttime,Licensed,DOUGLAS,GA,US,12202,0.068,False,31.523528,-82.872639,"COFFEE COUNTY BROADCASTERS, INC."
KOKX,1310,Nighttime,Licensed,EOKUK,IA,US,58264,0.5,True,40.380611,-91.352639,KEOKUK BROADCASTING INC
KDLS,1310,Nighttime,Licensed,PERRY,IA,US,52314,0.3,True,41.83275,-94.037722,"MCGEE MANAGEMENT SERVICES, LLC"
KLIX,1310,Nighttime,Licensed,WIN FALLS,ID,US,3404,2.5,True,42.551583,-114.368361,"TOWNSQUARE LICENSE, LLC"
WTLC,1310,Nighttime,Licensed,NDIANAPOLIS,IN,US,51433,1.0,True,39.718944,-86.175833,"RADIO ONE OF INDIANA, LLC"
KYUL,1310,Nighttime,Licensed,COTT CITY,KS,US,71854,0.147,False,38.526417,-100.912083,"STECKLINE COMMUNICATIONS, INC."
WDOC,1310,Nighttime,Licensed,PRESTONSBURG,KY,US,71348,0.025,False,37.695917,-82.756556,"WDOC, INC."
WTTL,1310,Nighttime,Licensed,ADISONVILLE,KY,US,13799,0.04,False,37.336722,-87.544722,"MADISONVILLE CBC, INC."
KMBS,1310,Nighttime,Licensed,WEST MONROE,LA,US,55336,0.049,False,32.484028,-92.152917,RED BEAR BROADCASTING CORPORATION
WORC,1310,Nighttime,Licensed,ORCESTER,MA,US,15858,1.0,True,42.222028,-71.81675,GOIS BROADCASTING LLC
WLOB,1310,Nighttime,Licensed,PORTLAND,ME,US,9202,5.0,True,43.689528,-70.334222,"ATLANTIC COAST RADIO, LLC"
WDTW,1310,Nighttime,Licensed,EARBORN,MI,US,6593,5.0,True,42.263917,-83.254361,"ZAMORA BROADCASTING SYSTEMS, INC."
KGLB,1310,Nighttime,Licensed,LENCOE,MN,US,31874,0.27,True,44.778028,-94.128028,"IOWA CITY BROADCASTING COMPANY, INC."
KZRG,1310,Nighttime,Licensed,OPLIN,MO,US,71605,1.0,True,37.117556,-94.544944,"ZIMMER RADIO, INC."
KEIN,1310,Nighttime,Licensed,REAT FALLS,MT,US,56664,1.0,False,47.522167,-111.389139,"TIGER BUTTE BROADCASTING, INC."
WGSP,1310,Nighttime,Licensed,CHARLOTTE,NC,US,10631,0.24,True,35.256528,-80.86425,"NORSAN CONSULTING AND MANAGEMENT, INC."
WTIK,1310,Nighttime,Licensed,URHAM,NC,US,53105,1.0,True,36.025139,-78.901944,A&B MEDIA LLC
WISE,1310,Nighttime,Licensed,ASHEVILLE,NC,US,68835,1.0,True,35.619278,-82.572361,"SAGA COMMUNICATIONS OF NORTH CAROLINA, LLC"
KNOX,1310,Nighttime,Licensed,RAND FORKS,ND,US,54592,5.0,True,47.844139,-97.025361,"LEIGHTON ENTERPRISES, INC."
KGMT,1310,Nighttime,Licensed,AIRBURY,NE,US,60292,0.095,False,40.116111,-97.151694,"FLOOD COMMUNICATIONS OF BEATRICE, LLC"
WOBM,1310,Nighttime,Licensed,ASBURY PARK,NJ,US,14895,1.0,True,40.229833,-74.090417,"TOWNSQUARE LICENSE, LLC"
WXMC,1310,Nighttime,Licensed,PARSIPPANY-TROY HILL,NJ,US,29957,0.088,True,40.864278,-74.35125,"CANTICO NUEVO MINISTRY, INC."
WEMG,1310,Nighttime,Licensed,CAMDEN,NJ,US,74073,0.25,False,39.957889,-75.114611,"MINORITY RADIO BROADCASTING, LLC"
KKNS,1310,Nighttime,Licensed,ORRALES,NM,US,7050,0.082,False,35.132278,-106.62225,THE NAVAJO NATION
WOKR,1310,Nighttime,Licensed,CANANDAIGUA,NY,US,88676,1.0,True,42.888944,-77.318861,"1310 FLX RADIO, INC."
WRVP,1310,Nighttime,Licensed,OUNT KISCO,NY,US,70273,0.033,True,41.193694,-73.739028,RADIO VISION CRISTIANA MANAGEMENT
WTLB,1310,Nighttime,Licensed,UTICA,NY,US,54548,0.5,True,43.05675,-75.277944,GALAXY UTICA LICENSEE LLC (NEW)
WDPN,1310,Nighttime,Licensed,LLIANCE,OH,US,14913,0.48,True,40.926167,-81.127889,"D. A. PETERSON, INC."
WTZN,1310,Nighttime,Licensed,TROY,PA,US,8551,0.072,False,41.780917,-76.818833,CANTROAIR COMMUNICATIONS INC
WICU,1310,Nighttime,Licensed,ARREN,PA,US,34928,0.094,False,41.813944,-79.167556,LILLY BROADCASTING OF PENNSYLVANIA LLC
WBFD,1310,Nighttime,Licensed,BEDFORD,PA,US,10071,0.085,False,40.043056,-78.503333,"CESSNA COMMUNICATIONS, INC."
WDXI,1310,Nighttime,Licensed,JACKSON,TN,US,37244,0.05,False,35.66425,-88.822833,LMS GROUP LLC
KZIP,1310,Nighttime,Licensed,MARILLO,TX,US,16415,0.088,False,35.183944,-101.970194,"CHRISTIAN MINISTRIES OF THE VALLEY, INC."
KTCK,1310,Nighttime,Licensed,DALLAS,TX,US,8773,5.0,True,32.944833,-96.940556,CUMULUS LICENSING HOLDING COMPANY LLC
KAHL,1310,Nighttime,Licensed,AN ANTONIO,TX,US,67070,0.236,True,29.414944,-98.343611,"SAN ANTONIO RADIOWORKS, LLC"
WDCT,1310,Nighttime,Licensed,AIRFAX,VA,US,20668,0.5,True,38.852333,-77.315528,KBC BROADCASTING INC.
WGH,1310,Nighttime,Licensed,NEWPORT NEWS,VA,US,72103,5.0,True,37.045417,-76.448,MHR LICENSE LLC
KZXR,1310,Nighttime,Licensed,ROSSER,WA,US,53675,0.066,False,46.234028,-119.81475,IGLESIA PENTECOSTAL VISPERA DEL FIN
WIBA,1310,Nighttime,Licensed,MADISON,WI,US,17384,5.0,True,42.999444,-89.429833,"IHM LICENSES, LLC"
CHLW,1310,Nighttime,CP,T. PAUL,AB,CA,104806,10.0,True,53.993972,-111.22975,-
CIWW,1310,Nighttime,CP,TTAWA,ON,CA,104808,50.0,True,45.257556,-75.783861,-
CHGB,1310,Nighttime,CP,A POCATIERE,QC,CA,104810,10.0,True,47.345861,-70.083972,-
KKSM,1320,Unlimited,Licensed,OCEANSIDE,CA,US,51506,0.5,True,33.20225,-117.338917,PALOMAR COMMUNITY COLLEGE DISTRICT
WENN,1320,Daytime,Licensed,BIRMINGHAM,AL,US,6411,5.0,False,33.5615,-86.860278,"SM-WENN, LLC"
WDSA,1320,Daytime,Licensed,OTHAN,AL,US,30278,1.0,False,31.2485,-85.388833,"WILSON BROADCASTING CO., INC."
KWHN,1320,Daytime,Licensed,FORT SMITH,AR,US,22099,5.0,False,35.417028,-94.365222,"IHM LICENSES, LLC"
KRLW,1320,Daytime,Licensed,WALNUT RIDGE,AR,US,70466,1.0,False,36.066194,-90.940111,"COMBINED MEDIA GROUP, INC."
KOFA,1320,Daytime,Licensed,YUMA,AZ,US,2758,0.73,False,32.68975,-114.500917,ARIZONA WESTERN COLLEGE
KWQQ,1320,Daytime,Licensed,HEMET,CA,US,36830,0.5,True,33.74975,-116.998917,RUDEX BROADCASTING LIMITED CORPORATION
KIFM,1320,Daytime,Licensed,WEST SACRAMENTO,CA,US,67848,5.0,True,38.636306,-121.553556,"AUDACY LICENSE, LLC"
WATR,1320,Daytime,Licensed,ATERBURY,CT,US,71102,5.0,True,41.53675,-73.030667,"WATR RADIO, LLC"
WJNJ,1320,Daytime,Licensed,JACKSONVILLE,FL,US,29736,16.0,False,30.328861,-81.694806,"NORSAN MEDIA AND CONSULTING, INC."
WLQY,1320,Daytime,Licensed,HOLLYWOOD,FL,US,23609,5.0,True,26.03175,-80.278111,"ENTRAVISION HOLDINGS, LLC"
WDIZ,1320,Daytime,Licensed,VENICE,FL,US,3060,5.0,True,27.105333,-82.399528,"IHM LICENSES, LLC"
KNIA,1320,Daytime,Licensed,NOXVILLE,IA,US,39463,0.5,True,41.330556,-93.109639,"M AND H BROADCASTING, INC."
KMAQ,1320,Daytime,Licensed,MAQUOKETA,IA,US,39858,0.5,False,42.090583,-90.62875,COLOFF MEDIA LLC
WKAN,1320,Daytime,Licensed,ANKAKEE,IL,US,62359,1.0,False,41.135583,-87.819472,STARADIO
KLWN,1320,Daytime,Licensed,AWRENCE,KS,US,36744,0.5,False,38.934722,-95.286917,"GREAT PLAINS MEDIA, INC."
WCVG,1320,Daytime,Licensed,COVINGTON,KY,US,56220,0.5,True,39.045611,-84.508278,"REIGN ENTERPRIZES, LLC"
WNGO,1320,Daytime,Licensed,AYFIELD,KY,US,71614,1.0,False,36.760333,-88.638944,"BRISTOL BROADCASTING COMPANY, INC."
WBRT,1320,Daytime,Licensed,BARDSTOWN,KY,US,48244,1.0,False,37.819222,-85.486056,"BARDSTOWN RADIO TEAM, LLC"
KNCB,1320,Daytime,Licensed,VIVIAN,LA,US,49154,5.0,False,32.902361,-93.982972,E RADIO NETWORK LLC
WARA,1320,Daytime,Licensed,TTLEBORO,MA,US,65197,5.0,True,41.959278,-71.326444,"ATTLEBORO ACCESS CABLE SYSTEMS, INC."
WJKI,1320,Daytime,Licensed,SALISBURY,MD,US,53485,1.0,False,38.360944,-75.616306,"THE VOICE RADIO, LLC"
WDMJ,1320,Daytime,Licensed,ARQUETTE,MI,US,24448,5.0,False,46.545222,-87.444583,"AMC PARTNERS ESCANABA, LLC"
WILS,1320,Daytime,Licensed,ANSING,MI,US,39537,25.0,True,42.621972,-84.643861,THE MACDONALD BROADCASTING COMPANY
KOZY,1320,Daytime,Licensed,RAND RAPIDS,MN,US,34971,5.0,False,47.172722,-93.453,RAPIDS RADIO LLC
KSIV,1320,Daytime,Licensed,LAYTON,MO,US,6499,4.6,False,38.607278,-90.354,"BOTT COMMUNICATIONS, INC."
WRJW,1320,Daytime,Licensed,ICAYUNE,MS,US,52043,5.0,False,30.518528,-89.644778,"PEARL RIVER COMMUNICATIONS, INC."
WAGY,1320,Daytime,Licensed,FOREST CITY,NC,US,70700,1.0,False,35.354556,-81.879306,"KTC BROADCASTING, INC."
WKRK,1320,Daytime,Licensed,URPHY,NC,US,10829,5.0,False,35.11175,-84.008528,"RADFORD COMMUNICATIONS, INC."
WCOG,1320,Daytime,Licensed,REENSBORO,NC,US,74203,5.0,True,36.150417,-79.913083,"WINSTON-SALEM-GREENSBORO BROADCASTING COMPANY, LLC"
WDER,1320,Daytime,Licensed,ERRY,NH,US,61615,10.0,True,42.867028,-71.287833,"BLOUNT COMMUNICATIONS, INC. OF NH"
WLOH,1320,Daytime,Licensed,ANCASTER,OH,US,73217,0.5,False,39.703667,-82.5535,WLOH RADIO COMPANY
WOBL,1320,Daytime,Licensed,BERLIN,OH,US,73364,1.0,True,41.268111,-82.211,"WOBL RADIO, INC."
KCLI,1320,Daytime,Licensed,LINTON,OK,US,14763,1.0,False,35.483389,-98.982028,"WRIGHT BROADCASTING SYSTEMS, INC."
WTKZ,1320,Daytime,Licensed,ALLENTOWN,PA,US,27510,0.75,False,40.592611,-75.477972,VP BROADCASTING LLC
WJAS,1320,Daytime,Licensed,ITTSBURGH,PA,US,55705,7.0,False,40.4795,-79.903111,"ST. BARNABAS BROADCASTING, INC."
WGET,1320,Daytime,Licensed,GETTYSBURG,PA,US,67132,1.0,True,39.84175,-77.223306,"K-LOVE, INC."
WSKN,1320,Daytime,Licensed,AN JUAN,PR,US,10062,5.0,False,18.383333,-66.066944,"MEDIA POWER GROUP, INC."
KELO,1320,Daytime,Licensed,SIOUX FALLS,SD,US,41981,5.0,False,43.488028,-96.637556,"MIDWEST COMMUNICATIONS, INC."
WMSR,1320,Daytime,Licensed,ANCHESTER,TN,US,12205,5.0,False,35.467583,-86.095,"COFFEE COUNTY BROADCASTING, INC."
WGOC,1320,Daytime,Licensed,KINGSPORT,TN,US,67671,5.0,False,36.553444,-82.482639,"RADIO LICENSE HOLDING CBC, LLC"
KVMC,1320,Daytime,Licensed,OLORADO CITY,TX,US,30102,1.0,False,32.387611,-100.892889,"EXTREME MEDIA, LLC"
KXYZ,1320,Daytime,Licensed,HOUSTON,TX,US,,8.4,True,29.915778,-95.461889,"IHM LICENSES, LLC"
KNIT,1320,Daytime,Licensed,ALT LAKE CITY,UT,US,53500,0.73,False,40.665778,-111.908,"HI-LINE RADIO FELLOWSHIP, INC."
WVGM,1320,Daytime,Licensed,YNCHBURG,VA,US,70330,1.0,False,37.427083,-79.123639,"3 DAUGHTERS MEDIA, INC."
WBTL,1320,Daytime,Licensed,ASHLAND,VA,US,52050,1.0,False,37.746389,-77.495278,"MOBILE RADIO PARTNERS, INC."
WCVR,1320,Daytime,Licensed,ANDOLPH,VT,US,63472,1.0,False,43.937556,-72.635944,"SUGAR RIVER MEDIA, LLC"
KGDC,1320,Daytime,Licensed,ALLA,WA,US,35124,1.0,False,46.023472,-118.355806,"TWO HEARTS COMMUNICATIONS, LLC"
KXRO,1320,Daytime,Licensed,ABERDEEN,WA,US,52674,5.0,False,46.957306,-123.810722,ALPHA MEDIA LICENSEE LLC
WFHR,1320,Daytime,Licensed,ISCONSIN RAPIDS,WI,US,73053,5.0,False,44.41525,-89.835944,"CIVIC MEDIA, INC."
CHMB,1320,Daytime,CP,ANCOUVER,BC,CA,122804,50.0,True,49.165111,-123.042417,-
CKEC,1320,Daytime,CP,EW GLASGOW,NS,CA,104972,25.0,False,45.627028,-62.707361,-
C1320,1320,Daytime,CP,EW GLASGOW,NS,CA,189808,25.0,False,45.627028,-62.706528,-
CJMR,1320,Daytime,CP,AKVILLE,ON,CA,104973,10.0,True,43.458111,-79.754528,-
CJSO,1320,Daytime,CP,OREL,QC,CA,104975,10.0,True,45.998639,-73.168778,-
WENN,1320,Nighttime,Licensed,BIRMINGHAM,AL,US,6411,0.111,False,33.5615,-86.860278,"SM-WENN, LLC"
WDSA,1320,Nighttime,Licensed,OTHAN,AL,US,30278,0.092,False,31.2485,-85.388833,"WILSON BROADCASTING CO., INC."
KWHN,1320,Nighttime,Licensed,FORT SMITH,AR,US,22099,5.0,True,35.417028,-94.365222,"IHM LICENSES, LLC"
KRLW,1320,Nighttime,Licensed,WALNUT RIDGE,AR,US,70466,0.152,False,36.066194,-90.940111,"COMBINED MEDIA GROUP, INC."
KOFA,1320,Nighttime,Licensed,YUMA,AZ,US,2758,0.106,False,32.68975,-114.500917,ARIZONA WESTERN COLLEGE
KWQQ,1320,Nighttime,Licensed,HEMET,CA,US,36830,0.3,True,33.74975,-116.998917,RUDEX BROADCASTING LIMITED CORPORATION
KIFM,1320,Nighttime,Licensed,WEST SACRAMENTO,CA,US,67848,0.62,True,38.636306,-121.553556,"AUDACY LICENSE, LLC"
WATR,1320,Nighttime,Licensed,ATERBURY,CT,US,71102,1.0,True,41.53675,-73.030667,"WATR RADIO, LLC"
WJNJ,1320,Nighttime,Licensed,JACKSONVILLE,FL,US,29736,0.08,False,30.328861,-81.694806,"NORSAN MEDIA AND CONSULTING, INC."
WLQY,1320,Nighttime,Licensed,HOLLYWOOD,FL,US,23609,5.0,True,26.03175,-80.278111,"ENTRAVISION HOLDINGS, LLC"
WDIZ,1320,Nighttime,Licensed,VENICE,FL,US,3060,0.142,True,27.105333,-82.399528,"IHM LICENSES, LLC"
WDIZ,1320,Nighttime,Licensed,VENICE,FL,US,3060,1.0,True,27.105333,-82.399528,"IHM LICENSES, LLC"
KNIA,1320,Nighttime,Licensed,NOXVILLE,IA,US,39463,0.222,True,41.330556,-93.109639,"M AND H BROADCASTING, INC."
KMAQ,1320,Nighttime,Licensed,MAQUOKETA,IA,US,39858,0.135,False,42.090583,-90.62875,COLOFF MEDIA LLC
WKAN,1320,Nighttime,Licensed,ANKAKEE,IL,US,62359,0.5,True,41.135583,-87.819472,STARADIO
KLWN,1320,Nighttime,Licensed,AWRENCE,KS,US,36744,0.25,False,38.934722,-95.286917,"GREAT PLAINS MEDIA, INC."
WNGO,1320,Nighttime,Licensed,AYFIELD,KY,US,71614,0.097,False,36.760333,-88.638944,"BRISTOL BROADCASTING COMPANY, INC."
WBRT,1320,Nighttime,Licensed,BARDSTOWN,KY,US,48244,0.044,False,37.819222,-85.486056,"BARDSTOWN RADIO TEAM, LLC"
WCVG,1320,Nighttime,Licensed,COVINGTON,KY,US,56220,0.43,True,39.045611,-84.508278,"REIGN ENTERPRIZES, LLC"
KNCB,1320,Nighttime,Licensed,VIVIAN,LA,US,49154,0.057,False,32.902361,-93.982972,E RADIO NETWORK LLC
WARA,1320,Nighttime,Licensed,TTLEBORO,MA,US,65197,5.0,True,41.959278,-71.326444,"ATTLEBORO ACCESS CABLE SYSTEMS, INC."
WJKI,1320,Nighttime,Licensed,SALISBURY,MD,US,53485,0.028,False,38.360944,-75.616306,"THE VOICE RADIO, LLC"
WILS,1320,Nighttime,Licensed,ANSING,MI,US,39537,1.9,True,42.621972,-84.643861,THE MACDONALD BROADCASTING COMPANY
WDMJ,1320,Nighttime,Licensed,ARQUETTE,MI,US,24448,14.0,False,46.545222,-87.444583,"AMC PARTNERS ESCANABA, LLC"
KOZY,1320,Nighttime,Licensed,RAND RAPIDS,MN,US,34971,5.0,True,47.172722,-93.453,RAPIDS RADIO LLC
KSIV,1320,Nighttime,Licensed,LAYTON,MO,US,6499,0.27,True,38.607278,-90.354,"BOTT COMMUNICATIONS, INC."
WRJW,1320,Nighttime,Licensed,ICAYUNE,MS,US,52043,0.075,False,30.518528,-89.644778,"PEARL RIVER COMMUNICATIONS, INC."
WAGY,1320,Nighttime,Licensed,FOREST CITY,NC,US,70700,0.03,False,35.354556,-81.879306,"KTC BROADCASTING, INC."
WCOG,1320,Nighttime,Licensed,REENSBORO,NC,US,74203,5.0,True,36.150417,-79.913083,"WINSTON-SALEM-GREENSBORO BROADCASTING COMPANY, LLC"
WKRK,1320,Nighttime,Licensed,URPHY,NC,US,10829,0.062,False,35.11175,-84.008528,"RADFORD COMMUNICATIONS, INC."
WDER,1320,Nighttime,Licensed,ERRY,NH,US,61615,0.6,True,42.867028,-71.287833,"BLOUNT COMMUNICATIONS, INC. OF NH"
WLOH,1320,Nighttime,Licensed,ANCASTER,OH,US,73217,0.016,False,39.703667,-82.5535,WLOH RADIO COMPANY
WOBL,1320,Nighttime,Licensed,BERLIN,OH,US,73364,1.0,True,41.268111,-82.211,"WOBL RADIO, INC."
KCLI,1320,Nighttime,Licensed,LINTON,OK,US,14763,0.108,False,35.483389,-98.982028,"WRIGHT BROADCASTING SYSTEMS, INC."
WTKZ,1320,Nighttime,Licensed,ALLENTOWN,PA,US,27510,0.195,True,40.592611,-75.477972,VP BROADCASTING LLC
WJAS,1320,Nighttime,Licensed,ITTSBURGH,PA,US,55705,3.3,True,40.4795,-79.903111,"ST. BARNABAS BROADCASTING, INC."
WGET,1320,Nighttime,Licensed,GETTYSBURG,PA,US,67132,5.0,True,39.84175,-77.223306,"K-LOVE, INC."
WSKN,1320,Nighttime,Licensed,AN JUAN,PR,US,10062,2.3,False,18.383333,-66.066944,"MEDIA POWER GROUP, INC."
KELO,1320,Nighttime,Licensed,SIOUX FALLS,SD,US,41981,5.0,True,43.488028,-96.637556,"MIDWEST COMMUNICATIONS, INC."
WMSR,1320,Nighttime,Licensed,ANCHESTER,TN,US,12205,0.079,False,35.467583,-86.095,"COFFEE COUNTY BROADCASTING, INC."
WGOC,1320,Nighttime,Licensed,KINGSPORT,TN,US,67671,0.5,True,36.553444,-82.482639,"RADIO LICENSE HOLDING CBC, LLC"
KXYZ,1320,Nighttime,Licensed,HOUSTON,TX,US,,2.8,True,29.915778,-95.461889,"IHM LICENSES, LLC"
KNIT,1320,Nighttime,Licensed,ALT LAKE CITY,UT,US,53500,0.73,False,40.665778,-111.908,"HI-LINE RADIO FELLOWSHIP, INC."
